idAS,nom_orga,nom_event,genre,nb_abonne
65,Doxycycline Hyclate,Samsung,Action|Adventure|Drama,406086
37,Duloxetine,alcatel,Adventure|Children,307038
7,Fluconazole,Samsung,Action|Drama|Thriller,436337
84,Salsalate,Samsung,Crime|Drama,210354
20,Octreotide Acetate,Asus,Comedy,399782
26,Hydralazine Hydrochloride,Wiko,Animation|Documentary|Drama|War,42675
78,Glipizide and Metformin Hydrochloride,ZTE,Comedy|Drama|Romance,461011
80,Moisture Renew,Nokia,Drama,302433
78,Doxycycline,Philips,Drama|War,414955
34,ZONISAMIDE,Spice,Drama|Romance,90906
58,Rexall Pain Relief,Celkon,Drama,491027
40,Good Neighbor Pharmacy,Apple,Horror|Thriller,277971
94,Ketorolac Tromethamine,Xiaomi,Action|Drama|Western,334624
84,Brome Grass,Allview,Action|Drama|Horror|Mystery,331459
65,Ropinirole,LG,Drama,174200
55,Mary Kay CC Cream Sunscreen Broad Spectrum SPF 15 Very Light,Nokia,Documentary|War,321458
58,Savella,Samsung,Drama,381222
56,Ibuprofen,Huawei,Crime|Drama,45136
4,Oral Defense,Vodafone,Drama,71955
41,Lovastatin,O2,Drama|Thriller,405123
79,up and up childrens mucus relief,Samsung,Crime|Horror|Thriller,271458
62,Spironolactone and Hydrochlorothiazide,Xiaomi,Horror,385629
85,EXTINA,Asus,Horror|Sci-Fi,247892
3,Ultracare Anesthetic,verykool,Crime|Film-Noir|Thriller,362165
7,SINGULAIR,ZTE,Documentary|Mystery,211022
100,CORYLUS AMERICANA POLLEN,HTC,Action|Crime|Thriller,75885
53,Hada Labo Tokyo Protecting Day SPF 30,Lava,Action|Adventure|Thriller,491376
60,Metoprolol Succinate,Celkon,Comedy|Drama,48103
5,CLE DE PEAU BEAUTE RADIANT FLUID FOUNDATION,Samsung,(no genres listed),85191
20,Cyanocobalamin,Vodafone,Comedy|Romance,132892
89,Stahist AD,Nokia,Action|Sci-Fi,186022
92,CaraDerma,Xiaomi,Documentary|War,207788
38,Anti-acne,alcatel,Comedy|Romance,332961
10,Daytime Nighttime Non-Aspirin Cold Formula Multi-Symptom,Motorola,Action|Comedy|Horror,489372
79,Losartan Potassium,Wiko,Action|Adventure|Drama|Western,161434
88,50 Person ANSI,Samsung,Action|Adventure|Animation|Fantasy|Sci-Fi,309853
76,Megestrol Acetate,alcatel,Drama|Musical,209343
91,Mycophenolate Mofetil,TCL,Comedy|Crime,84328
2,Actonel,HP,Drama,426944
99,Thyropar,alcatel,Documentary,185893
37,Simply Beige,Honor,Comedy|Documentary,369524
88,Nabumetone,Nokia,Adventure|War,234657
49,Day Time Gelcap,Sony,Drama,185098
51,Betadine,LG,Action|Crime|Musical|Romance,35269
73,sunmark pain reliever,Acer,Animation,222053
65,Fluoxetine,Icemobile,Comedy|Fantasy,238847
7,Cymbalta,QMobile,Drama,422953
94,White Potato,Siemens,Thriller,278839
51,Labetalol hydrochloride,BlackBerry,Mystery|Thriller,63910
16,Trival,HP,Drama|Musical,69654
77,Strattera,Haier,Comedy|Drama,225981
100,RABBIT,Allview,Documentary|Musical,15680
87,Cough Colds,Infinix,Drama|Film-Noir|Musical|Thriller,430131
62,Gabapentin,Samsung,Comedy,15450
58,Tramadol Hydrochloride,Celkon,Documentary,461487
86,Sore Throat,Samsung,Adventure|Crime|Drama,332334
61,ELIXOPHYLLIN,Pantech,Drama,193647
81,dg health ibuprofen,BenQ-Siemens,Action|War,69030
34,Methotrexate,Allview,Drama,252634
23,ciprofloxacin,Siemens,Action,482640
32,Losartan Potassium,vivo,Drama|Romance,471963
72,TAPAZOLE,QMobile,Drama,70770
54,Benazepril Hydrochloride,BLU,Drama,237208
34,Famotidine,LG,Horror|Thriller,164949
49,Alka-Seltzer HEARTBURN,Energizer,Documentary,67367
52,"Pollens - Trees, Pine Mix",Gionee,Comedy,102851
100,Famciclovir,Lenovo,Adventure|Fantasy|Mystery,128023
39,Amlodipine Besylate,Vodafone,Documentary,239220
30,Topiramate,Samsung,Thriller,489904
90,Ipecac,Sagem,Crime|Drama,499388
43,LIPODOX 50,Nokia,Drama|Horror|Thriller,44377
43,Boil-Rx,Lava,Documentary|Musical,253482
2,Oxycodone and Acetaminophen,Spice,Animation|Comedy|Musical|Romance,280709
48,bareMinerals READY Touch Up Veil Broad Spectrum SPF 15,alcatel,Adventure|Sci-Fi,481083
33,Hydrocortisone,Coolpad,Documentary,217820
46,Cardene,Bird,Crime|Drama|Mystery|Thriller,231748
18,Zepol Topical Analgesic,LG,Drama|Mystery,272154
72,Paroxetine,BLU,Thriller,492670
96,hydoxyzine pamoate,ZTE,Comedy|Drama,368190
74,Pomada De La Campana Triple Antibiotic Pain Relief,Telit,Drama,163502
20,Clobetasol Propionate,Xiaomi,Action|Adventure|Romance,77503
69,ELIGARD,Spice,Drama|War,206134
97,Bayberry,Sony,Comedy|Romance,174038
82,zoledronic acid,Nokia,Horror|Romance|Thriller,483901
97,Erythromycin,LG,Documentary,120095
94,Cold and Cough,Lenovo,Documentary,236513
33,Aspirin,Nokia,Comedy|Drama,250818
87,"Acetaminophen, Diphenhydramine Hydrochloride, Phenylephrine Hydrochloride",alcatel,Horror|Sci-Fi,444981
18,Xyzal,NEC,Drama,28582
49,Rexall Nicotine,Oppo,Comedy|Drama,359852
45,Nabumetone,Panasonic,Drama,447294
47,Spironolactone,Samsung,Drama|War,356364
63,METFORMIN HYDROCHLORIDE,Bird,Drama|War,185912
38,Healthy accents hemorrhoidal,vivo,Action|Drama|Thriller,451941
42,Macular Degeneration,verykool,Documentary,256671
7,Up and UP Anticavity Toothpaste Whitening Plus Mouthwash,Samsung,Comedy|Crime|Drama,31509
95,Topcare Pain Relief,Lenovo,Comedy,382014
36,Oily SK Cleansing,verykool,Drama|Mystery|Thriller,141263
22,Amazonian Clay BB Tinted Moisturizer Broad Spectrum SPF 20 Sunscreen,Samsung,Comedy|Drama,114505
24,SyAllgen,Sewon,Action|Crime|Drama|Thriller,171191
58,Cough DM,Huawei,Documentary,369208
84,Treatment Set TS330170,Samsung,Crime|Drama|Romance,55554
12,TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN,alcatel,Documentary,240428
69,Acetaminophen and Codeine Phosphate,Palm,Drama|Mystery|Romance,54930
36,STEMPHYLIUM SOLANI,Samsung,Children|Comedy,322376
99,Minocin Kit,Pantech,Drama|Horror|Mystery|Romance|Thriller,272853
94,SyFungin,Nokia,Drama|War,120947
23,Hydrogen Peroxide,Samsung,Drama,345717
94,Famotidine,Samsung,Horror,342144
4,CD DIORSKIN STAR Studio Makeup Spectacular Brightening with sunscreen Broad Spectrum SPF30 033,Pantech,Comedy,255566
5,LAMOTRIGINE,Sony,Documentary,476406
47,Lorazepam,QMobile,Drama|Horror|Mystery|Thriller,12653
29,Ultrasol,Samsung,Comedy|Drama,479695
77,ESIKA Perfect Match,Micromax,Comedy,124220
93,LanoGuard,Karbonn,Action|Comedy|Drama,343314
68,Voltaren,Samsung,Action|Adventure|Fantasy,321365
39,Coumarin,Micromax,Comedy,399602
6,Isosorbide Mononitrate,Prestigio,Comedy|Drama,175564
13,Amturnide,LG,Drama,12539
28,Nitrous Oxide,Xiaomi,Comedy|Crime|Horror,117466
85,Pioglitazone Hydrochloride,Nokia,Action|Western,129736
92,Red Alder,Huawei,Western,198858
96,Treatment Set TS330359,XCute,Drama,495515
30,SORGHUM HALEPENSE POLLEN,Plum,Thriller,69622
69,Estazolam,Samsung,Comedy|Drama,174589
69,Leader Arthritis Pain Reliever,Apple,Children|Drama,387089
59,Naltrexone Hydrochloride,Motorola,Drama,286095
99,Famotidine,Bird,Drama|Horror|Sci-Fi,422810
64,Nighttime Cold and Flu Relief,QMobile,Adventure,446295
18,Indapamide,Bird,Drama,70266
35,Asthma Plus,Nokia,Animation|Children,489315
36,Alka-Seltzer Plus,Sony,Drama,308865
29,Furosemide,Motorola,Children|Drama,192896
96,Ambi Acne Spot Treatment,Motorola,Action|Adventure|Drama|War,134257
52,good neighbor pharmacy arthritis pain,Google,Drama,425081
48,HEB,Bosch,Drama|Thriller,173096
59,Lyrica,Wiko,Thriller,354072
68,MEDI-PATCH,BLU,Drama,145745
74,Prevantics Maxi Swabstick,vivo,Drama,446875
13,Etodolac,Haier,Drama,89501
3,Exchange Select Baby Sunscreen,Prestigio,Adventure|Romance,314753
65,NARS,NEC,Comedy,138426
38,DIGOX,Motorola,Action|Fantasy|Sci-Fi,152290
69,Resinol,Parla,Comedy|Romance,402655
60,Wal-Sleep Z,Allview,Drama,56903
95,Nitroglycerin Transdermal Delivery System,Samsung,Crime|Drama|Mystery,367582
68,PHOMA EXIGUA VAR EXIGUA,Celkon,Drama,64139
86,Alprazolam,Samsung,Drama,436225
35,CIMICIFUGA RACEMOSA,BLU,Drama,103657
90,Spinosad,Sagem,Sci-Fi,56220
87,Folic Acid,Lava,Drama,21614
41,ILLUMINATING PROTECTIVE PRIMER,Huawei,Comedy,19817
11,SOLIDAGO CANADENSIS POLLEN,Sony,Action|Drama|Thriller,191097
20,9-1-1 Stress Control,Haier,Action|Drama|War,154214
31,PREDNISOLONE ACETATE,Philips,Drama,224898
2,Menstrual Relief,ZTE,Crime|Drama|Thriller,365686
63,Intervene Makeup SPF 15 Soft Sunbeige,Samsung,Drama,337450
17,Refresh Optive,Celkon,Drama|Thriller,277739
48,Leader Day Time,Karbonn,Comedy|Drama,151405
48,Olay Total Effects Tone Correcting,vivo,Horror,225961
80,Amoxicillin,ZTE,Animation|Comedy,463213
88,HOUSE DUST,LG,Comedy,434021
75,EARTHS CARE ARTHRITIS CREAM,Icemobile,Documentary,193844
5,AXIRON,Allview,(no genres listed),222125
53,Enalapril Maleate,HTC,Action|Crime|Thriller,56021
33,NHS Insomnia 4,Vertu,Comedy|Horror,14119
27,AMSure,Samsung,Drama,413032
98,Angelica UV Shield SPF 40,Samsung,Action|Crime|Drama,149545
27,LBEL FILLING EFFECT FOUNDATION SPF 10,Samsung,Comedy|Drama,187059
18,Air,Celkon,Action,131527
19,DeNino Diaper Rash,alcatel,Crime|Drama|Mystery,483626
47,ibuprofen cold and sinus,Xiaomi,Crime|Drama,418016
95,Zolpidem Tartrate,Xiaomi,Action|Comedy,154218
46,Gemfibrozil,Nokia,Action|Adventure|Thriller,137591
51,Daytime sinus,BLU,Comedy|Drama|Romance,208749
36,Skin Perfecting Acne and Blemish Wash,Toshiba,Horror|Mystery,141117
37,CLARINS Skin Illusion SPF 10 Natural Radiance Foundation Tint 104,Allview,Documentary|Horror,326956
29,Ofloxacin,Lava,Crime|Drama,109865
82,Oxygen,Nokia,Horror,136109
98,Sun Beige Perfecting Makeup Broad Spectrum SPF 25,Xiaomi,Crime|Drama|Film-Noir|Romance,251499
63,Gabapentin,Celkon,Documentary,450370
24,Omnipaque,Motorola,Drama|Thriller,108711
100,Fragaria Vitis Liver Support,Samsung,Drama|War,275288
100,Blue Spruce,Acer,(no genres listed),489534
44,Instant Hand Sanitizer - Ice Clear,Huawei,Drama|War,244506
19,ANTI-AGING HAND SANITIZER,Huawei,Action|Horror|Sci-Fi,466794
21,PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN,Motorola,Comedy,379064
47,Face Guard 30 SPF,Nokia,Comedy|Drama|Romance,396939
8,Black Birch,Oppo,Drama,428307
33,AVANDIA,HTC,Adventure|Drama|Thriller,272792
87,Thioridazine Hydrochloride,Micromax,Comedy|Crime,450961
43,Alcohol Prep Pad,Celkon,Action|Adventure|Comedy,312031
8,Naproxen,Honor,Documentary,364440
50,CYPRESS ESSENCE MASK PACK,Palm,Thriller,440256
21,Fexofenadine,Siemens,Documentary,359361
90,Treatment Set TS350257,Dell,Drama,171849
69,ED CHLORPED D,Yezz,Comedy,217089
7,Nitroglycerin Transdermal Delivery System,alcatel,Drama,117284
75,Transmucosal Fentanyl Citrate,Huawei,Horror|Thriller,487819
39,Meijer Sheer SPF 15,Sony,Action|Drama,129696
23,Peptic Relief Cherry,Samsung,Horror|Thriller,29726
56,SyGest,Huawei,Horror|Thriller,242535
82,VESIcare,Toshiba,Adventure|Children|Drama|Fantasy|IMAX,165041
18,Lamotrigine,Lava,Comedy|Drama|Fantasy|Mystery,121243
3,"Nicotine Polacrilex, Original",Gionee,Western,262202
5,Quetiapine fumarate,Samsung,Comedy|Romance,438995
80,Tiger Balm White,LG,Drama|Thriller,361448
10,Metoprolol Tartrate,alcatel,Drama|Musical,102385
54,Allergy Relief,Sony,Action|Crime|Thriller,316843
54,GABITRIL,Yezz,Comedy|Horror,215115
46,Dr. Dream Hydramemory Deep Cleansing,Lava,Action|Adventure|Sci-Fi|Thriller,436655
65,acid reducer,Yezz,Drama,316314
49,Claires Fancy Nancy Antibacterial Glamourous Grape,Yezz,Action|Horror,462993
2,Loratadine ODT,Samsung,Comedy|Mystery|Thriller,436377
50,Prochlorperazine Maleate,Celkon,Drama|Thriller,339384
17,Lisinopril 2.5mg,Panasonic,Drama,223058
47,Pfizerpen,Samsung,Western,376727
12,Budesonide,Sony,Comedy|Drama,193008
13,Sunmark Gas relief,Celkon,Comedy,279355
32,Rhodotorula mucilaginosa,ZTE,Horror,318416
64,FreAmine III,Samsung,Drama|Fantasy,441796
28,Quip,Lenovo,Drama|Fantasy,112733
29,Nifedipine,Honor,Drama,218394
60,Halls,Dell,Documentary,338583
45,PRECIOUS BEAUTY SKIN LIGHTENING,Motorola,Comedy|Drama,245847
99,Midwest Regional Allergies,Allview,Comedy|Drama,492950
97,Fluconazole,Mitsubishi,Drama,213661
8,GUNA-EGF,Mitac,Horror,79603
59,BETULA LENTA POLLEN,alcatel,Documentary,494703
76,ZERIT,Samsung,Documentary|Musical,459621
52,Match Perfection SPF 18,ZTE,Comedy|Drama|Romance,30683
61,Ciprofloxacin,Allview,Sci-Fi,17900
15,SPAI-SONS,Samsung,Comedy|Romance,380570
10,Xopenex,LG,Comedy|Romance,47503
1,Thalomid,Emporia,Drama|Thriller,448194
46,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,Sony,Comedy,131575
70,Hand Sanitizer,ZTE,Drama|Film-Noir|Mystery,208960
63,Nighttime Sleep Aid,Spice,Adventure|Children|Drama,306895
96,AMARANTHUS PALMERI POLLEN,LG,Documentary,193465
7,Sunmark Acid Reducer,NEC,Comedy|Drama,247216
56,CENTER-AL - ACACIA LONGIFOLIA POLLEN,Samsung,Drama,413560
96,Dexamethasone Sodium Phosphate,Nokia,Crime|Drama|Thriller,37314
11,Klor-Con M,Micromax,Horror|Sci-Fi,484181
4,Katinko Pain And Itch Relieving,Pantech,Animation|Comedy|Musical,221210
40,Glyburide,Honor,Crime|Drama|Thriller,62120
41,Bupropion Hydrochloride,Acer,Documentary,203617
16,Oxycodone Hydchloride,Icemobile,Mystery|Thriller,339914
76,Kids Crest Cavity Protection,LG,Comedy|Western,137186
83,FLUMAZENIL,Celkon,Drama,301598
35,Nighttime Cold n Cough 4 Kids,BLU,Comedy|Fantasy|Horror,25281
39,ANTIBACTERIAL,Huawei,Drama,382393
31,Acyclovir,Huawei,Action|Drama|Romance|War,71417
7,Morphine Sulfate,verykool,Horror|Mystery,191554
56,TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN,Micromax,Comedy|Crime|Mystery|Thriller,138397
47,Bupropion Hydrochloride,LG,Comedy|Drama|Musical|Romance,66854
59,Antiseptic,HTC,Comedy|Drama,322156
24,Head and Shoulders 2in1,Microsoft,Action,222819
83,Jun Wai Lung Medicine,verykool,Comedy,72404
65,Advil,Samsung,Drama|Horror|Mystery|Thriller,258514
68,Amitriptyline Hydrochloride,Sony,Documentary,414958
21,Tussin Sugar Free Cough,ZTE,Action|Horror,147478
20,Minocycline hydrochloride,BLU,Comedy|Drama,482418
71,HONEYDEW MELON,Plum,Drama,429181
62,Chest Rub,Amoi,Comedy|Crime|Mystery|Romance,410382
93,Total Chlorine,Motorola,Documentary,75277
97,PM Acetaminophen,Microsoft,Adventure|Fantasy|Romance|Sci-Fi,304461
26,Compro,Lenovo,Comedy,42296
72,Levofloxacin,Micromax,Drama|Thriller,73958
53,LEADER ISOPROPYL Alcohol Wipes,Nokia,Drama,305001
94,Oxybutynin Chloride,Samsung,Drama|Fantasy|Romance,355825
35,Brome Grass,O2,Comedy|Romance,148544
13,Dark Foundation SPF 15,Wiko,Drama|Horror|Mystery|Thriller,161980
83,Rabbitbush,Pantech,Action|Crime|Horror|Sci-Fi,287753
2,Hand Sanitizer,LG,Comedy|Drama,445005
72,Terazosin Hydrochloride,alcatel,Animation|Children|Drama|Fantasy,406310
17,Atropine,Ericsson,Comedy,81043
61,Morphine Sulfate,vivo,Comedy|Musical|Romance,451076
93,PECAN POLLEN,LG,Comedy|Horror,196104
69,SEROQUEL,Prestigio,Action|Adventure|Comedy|Crime|Drama|Thriller,382283
61,Oto End 10,NEC,Comedy,262769
76,Cefuroxime Axetil,Nokia,Comedy|Drama|Fantasy,390835
51,Activella,LG,(no genres listed),104480
50,Zoledronic Acid,Amoi,Comedy|Crime|Horror,120964
44,Hemorrodil,Amoi,Action|Drama|War,367407
85,Metoclopramide,Micromax,Drama|Horror|Mystery,203366
46,Amlodipine Besylate and Benazepril Hydrochloride,Motorola,Drama|Romance,373892
30,Hydrocortisone Acetate Pramoxine Hcl,HTC,Comedy|Horror,125722
69,Trelstar,Lava,Adventure|Fantasy,336147
73,"Smut, Johnson Grass",Nokia,Action|Romance|Thriller,499237
18,Amoxicillin,Wiko,Documentary,374163
60,NON-DROWSY DAYTIME SINUS RELIEF,Oppo,Drama|Thriller,142159
16,Cefditoren Pivoxil,Asus,Documentary,446807
22,Sotalol Hydrochloride,Samsung,Comedy|Crime|Drama|Mystery|Thriller,184294
36,Chloroprocaine Hydrochloride,Apple,Romance,376436
78,Metoprolol Tartrate,Sony,Comedy|Crime,261229
88,Penicillin V Potassium,Plum,Drama|War,137978
25,Benztropine Mesylate,Motorola,Drama,246625
44,Pure Finish Mineral Tinted Moisturizer SPF 15 Fair,LG,Documentary,26424
47,Simvastatin,Acer,Animation|Children|Fantasy,317259
65,Timolol Maleate,Panasonic,Drama|War,430831
67,Flu Tonic,Samsung,Adventure|Crime|Drama,268363
84,HAWAIIAN TROPIC,verykool,Action|War,209078
87,Tramadol Hydrochloride,Nokia,Horror|Mystery|Sci-Fi|Thriller,469561
64,SUYAN JEONGBAEK,LG,Documentary,168736
80,Cyclafem 1/35,ZTE,Thriller,241647
26,Aspergillus flavus,vivo,Drama|Musical,122444
100,Cephalexin,Samsung,Comedy|Romance,394116
80,ANTIBACTERIAL FOAMING,alcatel,Comedy,108945
8,FungiFoam,Honor,Animation,448463
97,day time,Nokia,Drama|Fantasy|Romance|Thriller,277209
3,Ibuprofen,Nokia,Sci-Fi,34585
72,SHISEIDO UV PROTECTIVE FOUNDATION,O2,Crime|Drama,266475
59,Testim,BlackBerry,Drama|War,331726
4,KLOR-CON/25,Yezz,Comedy|Horror|Thriller,446444
6,Amlodipine besylate and Atorvastatin calcium,Samsung,Action|Adventure|Drama|Romance|Thriller,427543
29,Fluoxetine,Spice,Comedy|Musical|Western,275296
39,Pseudoephedrine Hydrochloride,alcatel,Children|Drama,374554
21,Fluconazole,BenQ-Siemens,Horror,289925
33,Metformin Hydrochloride,LG,Action|Crime|Mystery,25149
76,HYDROCORTISONE,Realme,Drama,145916
62,Head and Shoulders Conditioner,Asus,Action|Comedy|Musical|Sci-Fi,75781
34,OB Cleansing Towelette,LG,Action|Adventure|Animation,260996
95,Triple Antibiotic,Samsung,Horror,415661
95,Fluconazole,Lenovo,Drama,364828
21,Metformin hydrochloride,alcatel,Drama|Sci-Fi,418495
66,Quetiapine fumarate,Xiaomi,Drama|Romance|War,159182
36,Sprayology Body Balance,Palm,Action|Crime,305952
50,ALOE UP PRO SPF 30,vivo,Children|Comedy|Romance,30879
71,Amantadine Hydrochloride,LG,Documentary,166857
97,Cefuroxime Axetil,Asus,Thriller,143809
2,Simvastatin,Mitac,Documentary,225464
40,smart sense anti itch,Sharp,Action|Adventure|Fantasy,336544
59,LIFT LUMIERE,LG,Drama|Fantasy|Horror|Mystery|Thriller,367022
88,Enteric Coated Aspirin,Motorola,Comedy|Drama,355589
41,Clemastine Fumarate,ZTE,Comedy,272485
95,MUS MUSCULUS SKIN,Asus,Comedy|Drama,185756
80,BANANA BOAT,Mitsubishi,Comedy|Drama,127639
45,BriteSmile,Maxwest,Action|Drama|War,28101
29,Losartan Potassium,LG,Horror|Thriller,179291
77,IOPE AIR CUSHION XP,Gionee,Adventure|Comedy,78888
68,Hydroxyzine Pamoate,Asus,Action|Crime,389615
37,Acetaminophen and Diphenhydramine HCl,Lenovo,Action|Drama,67255
31,Mens Mitchum Advanced Invisible,Samsung,Comedy|Drama|Romance,16378
36,equate daytime nitetime,Motorola,(no genres listed),348307
18,Lansoprazole,Huawei,Drama,463297
9,Mucinex Fast-Max,Samsung,Comedy,170235
56,Enalapril Maleate,verykool,(no genres listed),240401
27,Valium,Celkon,Drama|Thriller,99348
1,Acarbose,Panasonic,Comedy|Romance,464797
25,Amitriptyline Hydrochloride,LG,Drama,347982
58,Trihexyphenidyl Hydrochloride,Xiaomi,Horror,214824
87,OXYCODONE AND ACETAMINOPHEN,Xiaomi,Action|Drama,212079
25,quetiapine fumarate,Wiko,Drama,214806
5,BUTORPHANOL TARTRATE,YU,Drama,11933
63,Bisoprolol Fumarate and Hydrochlorothiazide,HTC,Documentary,195589
32,good neighbor pharmacy allergy relief,Allview,Drama,134746
57,Phenazopyridine Hydrochloride,BLU,Drama,376542
2,Neo DM DROPS,HP,Comedy,491546
87,Lamotrigine,Micromax,Comedy|Drama|Romance,248801
18,Infectistat,Plum,Action|Thriller,155532
88,DAYTIME NIGHTTIME COLD/FLU RELIEF,XOLO,Thriller,309833
97,Alprazolam,alcatel,Horror|Thriller,105982
100,LANEIGE MYSTIC VEIL FOUNDATION,LG,Comedy|Drama|Horror,159129
8,Clean and Clear Advantage Oil Absorbing Cleanser,NEC,Documentary,462073
47,Fluconazole,LG,Documentary,296149
51,Felodipine,Micromax,Comedy|Drama|Romance,415142
75,Quinapril,Siemens,Action|Crime|Thriller,168837
55,MediSoft,Apple,Drama,339287
83,Givenchy Photo Perfexion Fluid Foundation SPF 20 Perfect Gold Tint 7,Icemobile,Comedy|Crime|Drama|Thriller,90472
11,MEDIAN New Forest,Sagem,Adventure|Comedy|Sci-Fi,181695
62,Ladies Speed Stick,Infinix,Comedy|Drama,314581
69,Oxygen,Nokia,Documentary,345597
89,Minocycline Hydrochloride,Honor,Comedy|Documentary,274797
94,Sofskin Petroleum,Samsung,Drama|Romance,360673
68,Earwax Removal Aid,LG,Comedy,372799
34,CLARINS MEN UV Protection SPF 40,YU,Drama,23908
88,Miconazole 3,Apple,Drama,231069
57,Treatment Set TS329915,HTC,Crime|Romance|Thriller,137454
3,Venlafaxine Hydrochloride,Sagem,Comedy|Fantasy|Romance,301297
87,Fentanyl,Samsung,Drama,318782
41,Lamb Quarters,Sewon,Action|Horror|Thriller,195697
34,NAPROXEN,vivo,Drama|Thriller,391488
40,Metronidazole,alcatel,Drama|Romance,81184
92,Fluoxetine,Tecno,Comedy|Drama|Romance,242504
88,Quality Choice Cetirizine Hydrochloride,Samsung,Action|Comedy,72917
58,amlodipine besylate,Archos,Children|Comedy,119204
1,Cephalexin,Micromax,Western,62540
27,Clonidine Hydrochloride,Oppo,Drama,390063
84,PAROXETINE,Honor,Drama,109145
70,rexall sleep aid,Coolpad,Drama|Thriller|War,325490
38,heartburn relief,HTC,Documentary,454615
60,Dicyclomine Hydrochloride,Sony,(no genres listed),67786
20,Midazolam,Allview,Romance|War,468906
77,Double Duty Face Protector SPF 15,LG,Documentary,469009
29,Relax Sanitizing Towlette,Samsung,Drama|War,373082
38,COUMADIN,Vertu,Comedy|Documentary,277251
15,Acetaminophen,Samsung,Drama|Mystery|Romance,436165
74,Dexamethasone Sodium Phosphate,Nokia,Comedy,104678
7,Allopurinol,Apple,Drama,148599
49,Pyrilamine-Phenylephrine,Bosch,Comedy|Drama,136949
89,Skin Supplies for Men antiperspirant,LG,Crime|Drama,75034
80,Hand Sanitizer,Micromax,Action|Comedy,76696
50,all day relief,Celkon,Comedy|Sci-Fi,166901
23,Normosol-R,LG,Drama,144744
94,equaline anti itch,Allview,Drama|Romance|War,278515
29,Venlafaxine Hydrochloride,O2,Action|Crime|Drama|Thriller,188441
80,OXY,alcatel,Documentary,329223
97,Oxycodone and Acetaminophen,Nokia,Comedy,297824
4,Gout Symptom Formula,Sagem,Action|Adventure|Drama|Fantasy|Romance,162067
50,childrens ibuprofen oral suspension,Samsung,Drama,489175
21,Cepastat,LG,Drama|Romance,352401
94,Benztropine Mesylate,Nokia,Action|Crime|Mystery|Sci-Fi|Thriller,434309
87,TRAMADOL HYDROCHLORIDE,Asus,Comedy|Horror,408571
25,KLOR-CON,Xiaomi,Documentary|Drama|War,28517
79,Leader TabTussin DM,alcatel,Crime|Drama|Thriller,273294
68,Doxazosin,i-mobile,Comedy,423035
69,Hydrocodone Bitartrate and Ibuprofen,Nokia,Horror|Thriller,264114
54,Blueberry,Nokia,Action|Horror,386529
63,Tussin,Motorola,Horror,40174
87,Terazosin Hydrochloride,Honor,Sci-Fi,150745
86,Oxygen,i-mate,Comedy|Drama,311971
55,FixMySkin Healing Balm Fragrance-Free,Spice,Drama|Musical,215963
32,Shopko Hemorrhoidal,Samsung,Comedy|Romance,485416
53,ADVATE,BenQ,Drama,227660
96,Creamsicle Hand Sanitizer,Sagem,Action|Drama,374433
38,ESIKA PERFECT SKIN COVERAGE CONCEALER SPF 17,Gionee,Comedy|Horror,145302
29,Sof Skin Vaporizing Chest Rub and Cough Suppressant,BlackBerry,Comedy|Drama|Romance,416287
84,Good Neighbor Pharmacy Night Time Severe,Sony,Drama|War,225642
2,CVS,Philips,Horror|Mystery,236730
84,Codeine Sulfate,LG,Drama|War,239947
64,ADVANCED HYDRO-LIQUID COMPACT (REFILL),Vodafone,Comedy,328249
25,Oxygen,Allview,Drama,376709
78,PLEASURE GARDEN HOMME SPORTS MASK,BLU,Adventure|Documentary,122759
31,Gabapentin,Samsung,Drama,28151
91,oxycodone hydrochloride and ibuprofen,LG,Crime|Thriller,316959
75,Eczema,Pantech,Drama|Musical|Romance,335285
47,Triazolam,HTC,Comedy|Drama|Romance,435907
65,Bal-Care DHA,Philips,Adventure|Comedy|Horror|Romance,223535
38,LBEL NATURAL FINISH MOISTURIZING FOUNDATION SPF 25,Telit,Documentary,187178
2,Carbidopa and Levodopa,Samsung,Drama,215748
30,Minocycline Hydrochloride,Micromax,Comedy,251124
65,Medroxyprogesterone Acetate,Samsung,Drama,321899
39,ck one 3-in-1 face makeup,BlackBerry,Adventure|Children|Drama,444212
74,Isosorbide Mononitrate,Energizer,Action,90226
10,Australian Gold,Allview,Western,255987
89,Marshmallow Antibacterial Hand,Nokia,Comedy|Drama,499074
95,All Day Pain Relief,LG,Drama,15911
75,Nu Skin Nu Colour,Tecno,Drama,142128
27,ESIKA HYDRACOLOR 2 IN 1 HIGHLY MOISTURIZING AND COLORING SPF 25,Micromax,Adventure|Children|Fantasy,51554
73,Aconitum Belladonna,Ulefone,Comedy|Crime,98651
57,Allergy Relief,Motorola,Comedy|Horror,28907
65,WHITE POPLAR POLLEN,BLU,Adventure|Horror|Thriller,277389
67,"Carisoprodol, Aspirin and Codeine Phosphate",verykool,Drama|Thriller,498197
53,Olanzapine,Sony,Comedy|War,242506
33,Pleo Muc,Siemens,Documentary,334043
37,LAMICTAL,Acer,Comedy,314136
6,Cefdinir,HP,Crime|Horror|Mystery|Thriller,266597
89,Lorazepam,Icemobile,Drama|Horror|Thriller,68108
96,JANUMET,Samsung,(no genres listed),402554
