idAS,nom_event,date_event,organisateur,genre
56,alcatel,8/11/2021,Lotlux,Drama|Mystery|Romance
87,Micromax,5/7/2024,It,Comedy
94,Micromax,10/1/2024,Cookley,Drama|Musical
50,Oppo,1/23/2020,Bamity,Crime|Drama|Mystery
47,Wiko,1/18/2024,Tin,Comedy
93,BQ,2/8/2023,Subin,Action|Horror|Sci-Fi
30,Yezz,9/26/2020,Vagram,Drama
4,LG,6/4/2021,Kanlam,Action|Adventure|Drama|War
34,Huawei,6/10/2021,Trippledex,Action|Drama|Sci-Fi|Thriller
31,LG,7/4/2021,Bamity,Crime|Drama
80,NIU,7/25/2022,Greenlam,Romance
11,LG,2/5/2024,Ventosanzap,Action|Horror|Sci-Fi
93,Celkon,9/4/2023,Stringtough,Drama
85,Sony,3/23/2022,Regrant,Action|Adventure|Drama|Fantasy|Thriller
25,vivo,7/28/2023,Subin,Comedy|Crime
44,Samsung,10/18/2024,Stim,Drama
40,Prestigio,10/11/2024,Alphazap,Comedy
18,Kyocera,1/9/2025,Home Ing,Comedy
44,Micromax,1/27/2020,Tresom,Documentary
40,Siemens,1/15/2025,Voyatouch,Adventure|Children|Comedy
58,Lenovo,4/14/2021,Viva,Comedy|Drama
2,BlackBerry,4/19/2024,Ventosanzap,Action|Adventure|Drama|War
89,Siemens,5/5/2023,Hatity,Comedy|Crime
25,VK,1/23/2024,Ventosanzap,Drama|Romance
57,Sharp,11/22/2024,Tempsoft,Adventure|Animation|Comedy
88,Celkon,8/7/2022,Prodder,Comedy
51,ZTE,8/31/2022,Vagram,Comedy|Fantasy|Romance
30,Nokia,10/16/2023,Bamity,Comedy|Drama
82,alcatel,3/13/2024,Greenlam,Documentary
99,i-mate,10/19/2020,Transcof,Comedy
32,Nokia,1/14/2024,Zoolab,Crime|Drama
34,Huawei,9/13/2022,Fixflex,Comedy|Romance
69,Samsung,9/26/2023,It,Adventure|Drama|Fantasy
2,BlackBerry,8/26/2022,Bitwolf,Crime|Drama|War
82,ZTE,1/14/2022,Cardify,Horror|Thriller
25,Asus,1/17/2023,Matsoft,Comedy|Sci-Fi
15,LG,6/29/2022,Overhold,Drama
12,Celkon,10/27/2023,Stringtough,Comedy|Romance
18,Samsung,8/18/2024,Latlux,Documentary
61,Sagem,8/10/2020,Kanlam,Comedy|Drama|Romance
21,alcatel,4/12/2025,Greenlam,Crime|Drama|Thriller
21,HTC,2/1/2025,Fix San,Animation|Comedy
21,BLU,1/31/2024,Viva,Comedy|Drama
35,ZTE,12/2/2024,Voyatouch,Documentary
18,Nokia,2/15/2023,Matsoft,Drama|War
92,Celkon,4/21/2025,Bitwolf,Action|Animation|Children|Comedy|Musical
97,Samsung,5/18/2020,Transcof,Comedy|Romance|Sci-Fi
49,NEC,12/11/2022,Voltsillam,Drama
74,LG,12/21/2021,Opela,Animation|Children|Drama|Fantasy|Musical
9,vivo,10/18/2020,Subin,Comedy
47,Samsung,5/31/2021,Sub-Ex,Drama|Horror|Mystery|Thriller
52,Pantech,6/1/2023,Lotlux,Comedy|Drama|Romance
63,HTC,5/7/2024,Duobam,Comedy
69,LG,12/5/2022,Stim,Comedy|Crime|Thriller
65,Sony,9/4/2020,Fintone,Comedy|Horror
39,Sony,3/16/2023,Mat Lam Tam,Animation|Children
71,Unnecto,11/27/2021,Zoolab,Documentary
15,Vodafone,2/14/2021,Duobam,Documentary|Drama
51,Energizer,11/22/2022,Cardify,Action|Adventure|Animation
20,Samsung,4/26/2023,Subin,Comedy
83,Apple,1/12/2020,Toughjoyfax,Comedy|Fantasy|Horror
93,Nokia,12/16/2020,Asoka,Animation
41,Sendo,6/20/2022,Stronghold,Horror
61,Infinix,4/18/2020,Voyatouch,Drama
46,Sewon,5/18/2020,Stringtough,Comedy|Crime|Mystery|Thriller
76,ZTE,3/26/2021,Lotstring,Documentary
60,Gigabyte,2/21/2023,Fixflex,Comedy|Romance
82,Huawei,8/6/2024,Solarbreeze,Drama|Horror|Thriller
20,Realme,7/14/2021,Veribet,Action|Adventure|Animation|Children
29,Plum,4/25/2020,Opela,Action|Adventure|Sci-Fi
24,Toshiba,7/18/2022,Wrapsafe,Comedy|Documentary|Musical
48,Nokia,11/24/2022,Cookley,Action|Romance
52,Allview,10/31/2024,Daltfresh,Animation|Children
64,ZTE,3/8/2022,Prodder,Horror
27,Samsung,1/20/2024,Matsoft,Comedy|Drama
82,Samsung,9/4/2020,Konklab,Horror|Sci-Fi
55,Nokia,11/8/2024,Regrant,Comedy|Romance
17,Nokia,2/26/2023,Ronstring,Drama
42,Samsung,1/20/2023,Bitwolf,Drama
56,Motorola,1/28/2023,Lotlux,Drama|Thriller
57,Xiaomi,11/2/2021,Aerified,Horror|Thriller
65,Icemobile,3/3/2023,Quo Lux,Drama
20,HTC,4/3/2025,Sonsing,Drama
8,Acer,12/5/2023,Ventosanzap,Comedy|Fantasy|Romance
100,Haier,3/9/2023,Stronghold,(no genres listed)
40,Lava,4/24/2020,Flowdesk,Comedy
31,Jolla,1/1/2020,Tin,Crime|Drama|Thriller
24,Sony,11/29/2023,Gembucket,Drama
7,Huawei,2/26/2020,It,Documentary
90,Philips,3/19/2020,Viva,Drama|Thriller
46,Sony,11/3/2023,Transcof,Drama
51,Oppo,5/15/2022,Vagram,Drama
11,Yezz,3/24/2021,Andalax,Crime|Drama
98,Huawei,1/27/2025,Konklab,Drama|Horror|Mystery
83,Samsung,11/30/2021,Job,Comedy|Drama
66,Lenovo,1/6/2025,Overhold,Drama|Mystery|Thriller
54,ZTE,5/4/2025,Zathin,Action|Adventure
13,Lenovo,2/7/2020,Konklux,Comedy
38,Motorola,8/2/2022,Transcof,Horror|Mystery|Thriller
49,LG,4/2/2021,Temp,Comedy|Romance
1,Asus,3/11/2023,Treeflex,Mystery|Thriller
14,LG,12/16/2023,Ventosanzap,Animation|Comedy|Sci-Fi
44,Micromax,5/5/2023,Fix San,Horror|Thriller
57,ZTE,11/20/2020,Asoka,Action|Comedy|Crime|Drama
59,Micromax,3/12/2023,Konklab,Comedy
69,AT&T,3/4/2025,Bitwolf,Comedy|Drama|Romance
70,Philips,10/9/2024,Overhold,Action|Adventure|Animation|Comedy|Sci-Fi
38,Lava,2/10/2025,Zaam-Dox,Animation|Children|Drama|Musical
49,LG,5/13/2022,Stim,Comedy
86,Sony,10/7/2020,Tresom,Adventure|Drama|Horror|Thriller
37,Vodafone,2/6/2024,Voltsillam,Crime|Drama|Romance
38,Maxon,3/9/2020,Toughjoyfax,Drama
39,LG,10/25/2024,Zoolab,Thriller
16,Haier,11/7/2022,Bytecard,Action|Fantasy|Thriller
79,Acer,9/3/2023,Treeflex,Crime|Drama|Mystery|Thriller
3,Plum,7/12/2024,Bitchip,Action|Crime|Drama|Thriller
8,Motorola,1/8/2025,Quo Lux,Adventure|Comedy|Fantasy
23,Nokia,1/1/2020,Bamity,Documentary|IMAX
77,QMobile,7/4/2021,Bitwolf,Adventure
11,BLU,11/19/2024,Y-Solowarm,Drama|Romance
48,verykool,6/14/2023,Zontrax,Comedy|Drama
42,Xiaomi,6/30/2020,Quo Lux,Documentary
56,Huawei,4/10/2022,Zoolab,Comedy|Drama
88,alcatel,6/7/2021,Temp,Comedy|Drama
39,Huawei,4/29/2022,Duobam,Comedy|Crime|Drama
81,Pantech,11/7/2023,Sonsing,Adventure|Animation|Children|Musical
5,Lava,4/16/2023,Transcof,Sci-Fi
42,BLU,9/22/2023,Quo Lux,Western
80,Motorola,4/6/2022,Voyatouch,Documentary
4,Plum,9/13/2023,Veribet,Action|Adventure|Comedy|Fantasy|Sci-Fi
22,Xiaomi,8/9/2020,Tres-Zap,Action|Thriller
21,Meizu,11/12/2024,Hatity,Horror|Mystery|Thriller
20,Samsung,2/24/2025,Y-Solowarm,Comedy|Drama
40,Karbonn,6/13/2021,Ventosanzap,Drama
5,Lava,7/16/2023,Otcom,Drama|Romance
11,Huawei,3/2/2020,Mat Lam Tam,Action|Crime|Thriller
84,Ulefone,1/17/2020,Tempsoft,Crime|Drama
52,Nokia,8/15/2021,Quo Lux,Documentary|Drama
97,Oppo,11/12/2021,Gembucket,Documentary
42,Huawei,1/8/2024,Mat Lam Tam,Comedy|Drama
43,QMobile,12/6/2021,Alpha,Drama|Thriller
19,Samsung,11/12/2023,Toughjoyfax,Crime|Drama
99,Samsung,7/10/2021,Job,Documentary
16,Samsung,5/24/2021,Zaam-Dox,Drama
58,Yezz,8/20/2021,Stronghold,Documentary
11,verykool,6/16/2020,Fix San,Crime|Drama
49,Huawei,5/22/2023,Y-find,Drama|Musical|Romance
13,VK,6/14/2022,Daltfresh,Western
41,ZTE,1/31/2020,Quo Lux,Comedy|Drama
20,Tecno,4/30/2025,Vagram,Action|Crime|Drama|Thriller
95,Samsung,1/17/2020,Fixflex,Action|Adventure|Thriller
13,BLU,6/20/2023,Tres-Zap,Action|Crime|Drama|Thriller
38,HTC,5/4/2024,Transcof,Drama
81,ZTE,4/30/2021,Daltfresh,Action|Comedy|Romance|Thriller
42,Karbonn,7/10/2024,Tin,Drama
33,Motorola,7/4/2023,Lotlux,Crime|Drama|Mystery|Thriller
20,Samsung,8/20/2020,Zathin,Animation|Children
11,Tecno,5/12/2024,Cardify,Comedy|Drama
86,Asus,11/15/2022,Voltsillam,Action|Adventure|Animation|Children|Comedy|Fantasy
65,OnePlus,8/28/2022,Fix San,Drama|Romance
23,Samsung,6/28/2020,Home Ing,Comedy
52,Micromax,3/20/2023,Cookley,Drama
28,Sony,12/10/2020,Opela,Comedy|Crime
73,Allview,4/15/2020,Y-Solowarm,Action|Adventure|Drama
60,Sony,1/8/2025,Cardguard,Animation|Documentary|Drama|War
2,Nokia,11/26/2021,Gembucket,Comedy|Drama
89,Plum,9/13/2020,Kanlam,Drama
81,QMobile,3/11/2020,Biodex,Comedy|Musical
79,T-Mobile,9/21/2023,Transcof,Comedy|Crime
67,Tecno,4/11/2022,Solarbreeze,Drama
75,Lenovo,7/18/2023,Bigtax,Comedy|Drama|Romance
64,Nokia,3/3/2021,Tres-Zap,Crime|Drama
22,Nokia,11/30/2020,Gembucket,Comedy
62,LeEco,6/8/2023,Stringtough,Drama|Romance
72,vivo,8/16/2021,Pannier,Romance
40,Yezz,5/28/2022,Y-Solowarm,Drama|Sci-Fi|War
28,Apple,10/17/2023,Mat Lam Tam,Drama|War
28,LG,2/21/2023,Domainer,Comedy|Romance
65,Samsung,1/28/2022,Overhold,Comedy|Drama
45,ZTE,7/26/2020,Mat Lam Tam,Comedy|Drama|Romance
78,Haier,1/18/2021,Stringtough,Adventure|Animation|Children|Drama
21,Micromax,6/10/2023,Zoolab,Action|Adventure|Fantasy|Sci-Fi
1,Spice,5/1/2022,Span,Comedy|Drama|Romance
94,LG,9/17/2024,Tampflex,Drama
99,Posh,8/3/2022,Andalax,Horror|IMAX
25,Panasonic,9/17/2022,Bamity,Comedy
28,Acer,4/26/2020,Zathin,Drama
73,Samsung,1/2/2022,Tres-Zap,Drama
11,Acer,8/11/2022,Rank,Drama
76,Samsung,4/2/2022,Toughjoyfax,Comedy|Romance|War
84,Nokia,11/26/2020,Cookley,Crime|Drama|Mystery|Thriller
66,Asus,5/14/2024,Toughjoyfax,Drama|Romance
33,BLU,9/7/2021,Andalax,Comedy|Sci-Fi|Thriller
25,Ericsson,4/30/2024,Zathin,Comedy|Romance
73,Huawei,4/11/2025,Daltfresh,Drama
77,Realme,4/27/2021,Home Ing,Action|Adventure|Comedy|Drama|Romance
14,Philips,3/23/2024,Alpha,Comedy
57,Oppo,12/25/2022,Fixflex,Crime|Drama|Thriller
10,Motorola,3/10/2020,Y-find,Adventure|Children|Fantasy
29,BlackBerry,5/16/2024,Biodex,Drama|Sci-Fi|War
64,Samsung,3/26/2025,Alphazap,Comedy
60,LG,8/28/2021,Solarbreeze,Drama|War
97,Huawei,5/28/2022,Tin,Comedy
53,Lava,1/9/2021,Voyatouch,Drama
38,Gigabyte,3/4/2025,Alpha,War
7,Apple,2/23/2021,Latlux,Crime|Drama
65,Honor,3/15/2024,Duobam,Documentary
66,Allview,12/9/2024,Tres-Zap,Drama
41,alcatel,2/27/2022,Sub-Ex,Drama
53,Siemens,9/3/2022,Zathin,Adventure|Sci-Fi
26,HTC,3/5/2022,Wrapsafe,Action|Thriller
62,Plum,12/28/2022,Cardguard,Documentary
39,Huawei,1/20/2023,It,Thriller
43,Nokia,3/1/2023,Redhold,Comedy
23,Sony,4/26/2023,Bitwolf,Children|Drama
46,Nokia,4/30/2022,Regrant,Drama|Thriller
80,Samsung,3/6/2025,Stronghold,Action|Drama|Romance
15,Coolpad,10/1/2021,Bitwolf,Drama
37,Oppo,9/1/2020,Gembucket,Documentary
46,VK,2/23/2020,Holdlamis,Drama
74,LG,7/13/2021,Wrapsafe,Animation
26,Meizu,9/22/2024,Y-Solowarm,Action|Crime|Thriller
97,Xiaomi,2/9/2024,Bitchip,Adventure|Drama|Romance
78,Samsung,2/8/2021,Home Ing,Animation|Children|Fantasy
18,Huawei,12/20/2023,Matsoft,Action
2,Huawei,11/25/2022,Fix San,Action|Adventure|Romance|War
43,Samsung,12/16/2023,Otcom,Comedy
65,LG,8/25/2022,Gembucket,Documentary
1,NIU,10/14/2024,Gembucket,Animation|Children|Drama|Fantasy|Musical
9,Samsung,6/10/2020,Biodex,Thriller|War
95,Bird,12/26/2024,Tin,Drama|Mystery
28,ZTE,12/12/2022,Stronghold,Comedy
19,Sony,1/28/2023,Job,Action|Drama|War
63,Sagem,2/15/2023,Aerified,Documentary
85,Motorola,10/30/2020,Duobam,Mystery|Romance|Thriller
49,ZTE,2/4/2024,Fix San,Action|Crime|Thriller
36,Plum,11/20/2024,Flowdesk,Horror|Sci-Fi
43,Samsung,4/13/2022,Toughjoyfax,Action|Comedy|Horror|Thriller
18,Ulefone,5/29/2023,Duobam,Drama
54,Samsung,1/4/2025,Namfix,Drama|Horror
68,XOLO,6/8/2020,Quo Lux,Drama
82,Prestigio,7/28/2023,Namfix,Crime|Drama|Thriller
5,Spice,3/27/2023,Zamit,Action|Adventure|Sci-Fi|IMAX
12,HTC,3/25/2025,Viva,Animation|Comedy|Drama
21,Micromax,12/9/2021,Wrapsafe,Action|Comedy|Horror
66,Innostream,6/20/2023,Quo Lux,Crime|Film-Noir|Mystery|Romance|Thriller
9,ZTE,9/17/2020,Job,Drama|Romance
55,Samsung,2/24/2022,Alphazap,Action|Horror|Sci-Fi|Thriller
89,Meizu,5/5/2023,Toughjoyfax,Adventure|Comedy|Thriller
91,Karbonn,1/10/2023,Mat Lam Tam,Documentary
56,Acer,1/31/2022,Toughjoyfax,Documentary
10,Lenovo,1/8/2020,Hatity,Comedy|Crime|Mystery|Romance
46,Nokia,9/12/2022,Konklux,Action|Adventure|Fantasy|Sci-Fi
48,Samsung,3/25/2024,Biodex,Drama
42,Panasonic,4/3/2021,Otcom,Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
47,BenQ,3/31/2025,Solarbreeze,Action|Adventure
37,Wiko,8/8/2022,Alpha,Drama
92,Qtek,7/20/2023,Lotstring,Documentary
20,Yezz,8/8/2022,Aerified,Horror|Mystery|Thriller
5,Motorola,7/31/2023,Stim,Drama|Thriller
43,Lava,2/8/2025,Veribet,Drama|Sci-Fi
5,OnePlus,10/9/2020,Alphazap,Action|Adventure|Drama|War
91,Spice,9/3/2020,Tres-Zap,Animation|Comedy
13,Dell,1/18/2024,Bigtax,Children|Comedy
100,Acer,4/6/2025,Zamit,Horror
81,Samsung,2/18/2023,Fintone,Crime|Drama|Thriller
21,Huawei,12/7/2021,Y-find,Film-Noir
50,LG,11/30/2024,Regrant,Comedy
67,Huawei,3/14/2022,Fixflex,Comedy|Drama
49,Spice,11/27/2023,Bitchip,Documentary
49,Philips,3/15/2021,Namfix,Action|Drama|Thriller
24,Samsung,9/28/2020,Quo Lux,Comedy|Drama|Musical|Romance
12,ZTE,7/14/2023,Zontrax,Drama
28,HTC,8/15/2020,Daltfresh,Comedy|Musical
69,Samsung,3/8/2023,Trippledex,Drama
28,Sony,10/23/2020,Bitwolf,Action|Sci-Fi
19,Micromax,11/11/2024,Konklab,Crime|Drama
33,Samsung,12/20/2023,Biodex,Action|Animation|Crime|Thriller
18,BlackBerry,8/27/2020,Zontrax,Comedy|Crime
73,Huawei,3/18/2020,Mat Lam Tam,Comedy|Romance|Sci-Fi|Thriller
18,Sagem,12/3/2022,Viva,Comedy|Drama
34,Samsung,1/24/2024,Pannier,Drama|Romance
94,Samsung,8/16/2022,Cardify,Drama
73,alcatel,10/18/2023,Subin,Comedy|Drama|Musical|Romance
84,Nokia,8/22/2023,Flexidy,Comedy|Drama
32,LG,1/2/2024,It,Drama|Romance
41,Nokia,3/21/2022,Tres-Zap,Crime|Horror|Thriller
100,alcatel,5/2/2020,Tin,Action|Comedy|Fantasy|Romance
74,Acer,5/30/2023,Keylex,Comedy|Romance
28,Toshiba,4/25/2023,Overhold,Drama
44,Toshiba,4/25/2022,Sonsing,Documentary|Horror
90,LG,1/14/2022,Span,Drama
19,Huawei,10/21/2022,Stronghold,Comedy
98,LG,6/26/2022,Stringtough,Action|Sci-Fi
91,HTC,2/5/2022,Fix San,Crime|Thriller
14,NEC,4/23/2024,Domainer,Drama
38,Samsung,2/16/2020,Gembucket,Documentary
44,Samsung,4/8/2022,Bitwolf,Documentary
19,HTC,9/8/2024,Viva,Thriller
35,Huawei,10/17/2022,Subin,Comedy|Drama
80,O2,1/6/2023,Home Ing,Action|Horror|Sci-Fi
15,Samsung,12/8/2024,Zathin,(no genres listed)
86,Huawei,8/16/2022,Zaam-Dox,Documentary
67,Acer,7/8/2023,Fintone,Crime|Drama|Thriller
68,Jolla,7/11/2022,Cookley,Drama
49,Asus,6/15/2022,Andalax,Adventure|Comedy
34,Nokia,6/6/2020,Fix San,Comedy|Musical|Romance
97,Asus,10/3/2020,Tresom,Comedy|Drama
59,Samsung,8/28/2023,Cardify,Action|Horror
93,Honor,5/23/2022,Cardify,Comedy|Romance
68,Micromax,11/23/2021,Ronstring,Comedy
36,Motorola,3/3/2021,Voltsillam,Adventure|Animation|Children|Comedy|Fantasy|IMAX
6,Panasonic,9/29/2020,Subin,Action|Horror|Thriller
8,LG,3/30/2024,Transcof,Comedy|Romance
42,verykool,12/18/2023,Opela,Drama|War
15,Nokia,1/9/2023,Daltfresh,Drama
8,BLU,5/14/2023,Fintone,Musical
13,Lava,3/20/2025,Tres-Zap,Children|Musical|Mystery
2,YU,10/15/2021,Stringtough,Comedy|Crime
75,Intex,11/10/2022,Y-Solowarm,Action|Drama|Sci-Fi|Thriller
48,Celkon,5/15/2021,Duobam,Drama
9,Celkon,3/27/2024,It,Documentary|Musical
8,Motorola,10/22/2021,Zontrax,Drama
79,HTC,12/23/2024,It,Comedy|Fantasy|Horror|Sci-Fi|Thriller
78,BLU,9/16/2023,Cookley,Action
64,LG,1/18/2020,Domainer,Western
81,LG,8/2/2020,Bitwolf,Documentary
34,i-mobile,9/19/2023,Stronghold,Crime|Thriller
12,Motorola,5/7/2023,Biodex,Action|Adventure|Thriller
80,Huawei,11/2/2022,Job,Comedy
5,HTC,7/2/2023,It,Action|Drama|Thriller
91,Apple,7/17/2020,Stim,Children|Drama|Fantasy|Musical
31,Samsung,3/19/2025,Lotlux,Comedy|Drama
19,BLU,10/6/2022,Temp,Documentary
51,Apple,4/2/2023,Matsoft,Drama
69,Realme,1/15/2021,Trippledex,Comedy|Crime
17,alcatel,7/5/2020,Prodder,Crime|Drama|Romance|Thriller
28,Telit,6/4/2023,Kanlam,Drama
84,Sony,1/2/2020,Fix San,Comedy|Fantasy|Horror|Sci-Fi
26,XOLO,8/9/2020,Matsoft,Action|Drama
57,BLU,3/12/2023,Kanlam,Drama
11,Sagem,1/20/2024,Quo Lux,Thriller
70,Sony,6/6/2021,Veribet,Comedy
58,Celkon,8/29/2024,Flowdesk,Comedy|Drama
7,Gigabyte,1/4/2021,Zaam-Dox,Comedy
70,verykool,3/28/2020,Greenlam,Drama
54,vivo,6/19/2023,Redhold,Action|Horror|Thriller
42,Nokia,8/31/2020,Domainer,Comedy
66,vivo,3/3/2025,Voltsillam,Adventure|Drama
65,Infinix,3/9/2021,Span,Comedy|Crime
10,Innostream,5/25/2021,Tresom,Comedy|Drama|Romance|War
24,Microsoft,6/11/2022,Cardguard,Action|Comedy|Romance
48,BLU,7/7/2020,Toughjoyfax,Drama|Western
10,Samsung,5/7/2021,It,Adventure|Documentary
71,LG,6/19/2022,Aerified,Comedy
97,BLU,1/8/2023,Opela,Comedy
73,Samsung,12/11/2024,Stim,Comedy|Drama
82,Celkon,8/18/2022,Span,Drama
20,Tecno,11/2/2024,Opela,Drama
46,OnePlus,1/26/2021,Cookley,Documentary
61,Wiko,12/22/2024,Regrant,Comedy|Drama
44,Oppo,1/24/2022,Holdlamis,Comedy|Musical
2,Spice,8/6/2020,Tin,Comedy
64,alcatel,10/4/2022,Opela,Drama
99,Samsung,8/27/2020,Bigtax,Drama|Thriller
61,Oppo,11/26/2023,Lotstring,Drama
26,LG,1/31/2024,Home Ing,Children|Comedy
54,Xiaomi,3/6/2021,Keylex,Drama
79,Celkon,2/2/2025,Flexidy,Comedy|Drama|Romance
26,Nokia,11/7/2021,Bytecard,War
37,Panasonic,3/15/2022,Toughjoyfax,Comedy
67,Asus,1/30/2021,Y-Solowarm,Comedy|Romance
82,Samsung,11/20/2023,Wrapsafe,Children|Drama
44,BLU,6/11/2024,Zontrax,Comedy
83,HP,7/24/2020,Sonsing,Comedy|Musical|Romance
89,Huawei,3/31/2025,Konklab,Drama|Romance
55,Allview,5/31/2020,Span,Children|Comedy|Fantasy|Romance
74,Samsung,3/17/2022,Gembucket,Comedy|Crime|Drama
21,BLU,3/22/2022,Y-find,Crime|Drama|Thriller
34,Spice,6/12/2022,Cookley,Action|Adventure|Animation|Children|Comedy
67,LG,6/1/2023,Gembucket,Documentary
8,Acer,12/3/2022,Flexidy,Drama
38,Samsung,9/6/2021,Greenlam,Drama
75,Infinix,3/19/2024,Latlux,Documentary
94,Nokia,3/21/2020,Otcom,Comedy|Romance
92,T-Mobile,2/7/2023,Pannier,Animation
71,Huawei,12/24/2023,Daltfresh,Drama
3,Samsung,6/28/2023,Flexidy,Drama
21,LG,1/4/2025,Trippledex,Crime|Drama
9,Asus,10/12/2023,Cookley,Documentary
67,Siemens,8/25/2022,Matsoft,Crime|Thriller
14,QMobile,1/13/2022,Stringtough,Documentary
51,HTC,1/19/2021,Sonair,Drama
25,Sony,2/22/2022,Solarbreeze,Drama|Horror
34,Huawei,2/9/2025,Wrapsafe,Action|Crime|Drama
13,Panasonic,3/26/2020,Bigtax,Action|Crime|Drama|Mystery|Sci-Fi|Thriller
25,Oppo,11/2/2021,Fixflex,Documentary|Horror
47,Samsung,1/3/2025,Job,Drama
49,Nokia,3/26/2024,Toughjoyfax,Children|Musical
73,Amazon,4/30/2022,Tres-Zap,Crime|Drama
78,Energizer,5/10/2024,Zontrax,Comedy|Drama
88,Oppo,9/7/2020,Treeflex,Drama
58,Motorola,3/14/2022,Tempsoft,Drama|Thriller
35,Siemens,2/22/2025,Bitwolf,Drama
1,alcatel,2/19/2024,Trippledex,Drama
90,verykool,10/16/2020,Fintone,Comedy
49,Nokia,9/21/2020,Flowdesk,Drama
27,Telit,4/12/2022,Lotlux,Action|Crime
77,Huawei,4/4/2022,Ventosanzap,Horror|Mystery|Thriller
87,alcatel,6/24/2021,Flowdesk,Comedy|Drama|Romance
46,Intex,1/23/2023,Stronghold,Documentary
67,HTC,1/15/2025,Ronstring,Adventure|Drama
95,Philips,3/15/2025,Subin,Drama
94,Bosch,1/17/2022,Sub-Ex,Drama|Mystery|Thriller
63,Vodafone,3/25/2021,Duobam,Drama
56,Spice,6/23/2023,Rank,Drama|Romance
70,verykool,7/23/2024,Transcof,Drama
93,BLU,6/5/2023,Gembucket,Adventure|Comedy|Sci-Fi
100,Nokia,6/9/2020,Sub-Ex,Action|Crime|Drama|Thriller
49,Lenovo,1/15/2023,Stim,Crime|Drama
85,Nokia,2/19/2025,Ventosanzap,Comedy|Romance
75,HTC,4/5/2021,Voltsillam,Drama
16,Sagem,1/6/2021,Stronghold,(no genres listed)
6,Samsung,7/4/2023,Domainer,Documentary
46,Apple,7/26/2021,Sonsing,Comedy
27,Nokia,6/14/2024,Tampflex,Comedy|Mystery|Thriller
81,i-mobile,8/4/2022,Konklab,Comedy
52,BLU,9/5/2020,Bamity,Comedy|Crime
16,Dell,5/28/2023,Otcom,Documentary
97,BlackBerry,1/9/2023,Biodex,Drama
96,Yezz,2/4/2024,Treeflex,Drama
33,Gionee,1/24/2025,Pannier,Horror
69,alcatel,3/6/2021,Viva,Comedy|Drama|Romance
32,alcatel,5/5/2022,Keylex,Comedy|Drama
79,LG,2/20/2021,Gembucket,Drama|Romance
25,Gionee,6/9/2022,Tresom,Drama
35,Nokia,1/16/2020,Konklux,Adventure|Animation|Children|Fantasy|IMAX
16,Palm,3/6/2025,Greenlam,Drama
96,Motorola,7/4/2023,Alphazap,Action|Adventure|Comedy
25,Panasonic,5/5/2021,Treeflex,Drama
62,Spice,2/25/2020,Mat Lam Tam,Drama
14,Allview,12/13/2023,Mat Lam Tam,Children|Drama
79,Lenovo,6/9/2020,Greenlam,Comedy
72,Philips,6/10/2021,Bitwolf,Drama
88,Motorola,8/21/2020,Konklux,Drama|Western
52,LG,9/29/2020,Duobam,Action|Adventure|Fantasy
11,Sharp,6/28/2023,Stronghold,Drama|Romance
7,Samsung,12/5/2022,Alpha,Drama|Romance
87,Motorola,2/25/2023,Tampflex,Documentary
34,Asus,2/29/2020,Rank,Crime|Drama
46,Nokia,10/16/2023,Daltfresh,Comedy|Horror|Sci-Fi
45,Motorola,3/10/2021,Rank,Action|Drama|Thriller
30,BLU,6/17/2024,Bigtax,Comedy
3,Nokia,11/15/2020,Bamity,Drama
77,Qtek,3/25/2024,It,Adventure|Drama|Western
39,LG,3/12/2025,Quo Lux,Comedy|Drama
98,LG,10/2/2024,It,Adventure|Comedy|Drama|War
54,Xiaomi,9/7/2020,Bigtax,Documentary
67,Micromax,3/3/2021,Flexidy,Drama|War
87,Plum,5/19/2025,Home Ing,Children|Drama
2,BLU,9/15/2020,Sonair,Horror|Thriller
37,Lenovo,6/25/2024,Asoka,Documentary
9,Motorola,10/4/2020,Viva,Crime|Drama
53,HTC,1/11/2022,Lotlux,Crime|Drama
56,Motorola,7/2/2020,Cookley,Documentary
86,Panasonic,3/11/2020,Viva,Drama|Horror
58,LG,2/20/2025,Veribet,Thriller
62,Nokia,8/17/2023,Transcof,Drama
74,verykool,5/22/2020,Bigtax,Musical|Romance
41,Panasonic,10/3/2023,Konklux,Drama
54,Samsung,7/26/2023,Tres-Zap,Drama|Horror|Thriller
83,Ericsson,9/6/2024,Bamity,Comedy|Drama
21,Sewon,1/4/2022,Flexidy,Drama|Romance
64,alcatel,9/30/2021,Andalax,Comedy
59,HTC,10/3/2024,Wrapsafe,Drama|Romance
82,Motorola,7/26/2021,Fintone,Drama
75,Honor,5/4/2021,Span,Drama
57,verykool,6/10/2022,Overhold,Mystery|Thriller
34,Maxwest,2/16/2021,Biodex,Drama|Fantasy
1,Samsung,3/9/2024,Holdlamis,Horror
31,Samsung,11/12/2023,Kanlam,Documentary
60,Allview,1/7/2025,Home Ing,Drama
44,Meizu,10/10/2020,Y-find,Drama
27,Samsung,7/17/2022,Zontrax,Adventure|Drama|Romance
39,Samsung,3/21/2020,Daltfresh,Adventure|Animation|Children|Comedy
98,Acer,5/27/2024,Vagram,Comedy
72,Plum,9/16/2020,Domainer,Action
31,Samsung,5/13/2020,Temp,Comedy|Sci-Fi
67,XOLO,11/25/2020,Toughjoyfax,Documentary
