idAAv,titre,createur,note,explication
32,Mi Amigo Hugo,Crawford Terese,0,
428,Peggy Sue Got Married,Billi Urling,9,
573,48 Shades,Gardener Bigly,2,
187,Hollywood Party,Claire Gatherer,10,A revoir.
146,Sun Don't Shine,Emmie Barnewelle,4,Assez décevant.
32,El Niño,Aurie Sainz,9,
630,28 Weeks Later,Chicky Pudner,9,
443,Fatty and Mabel Adrift,Miriam Bachmann,8,
378,Blutzbrüdaz,Giovanni Fransson,3,
712,Green Fish (Chorok mulkogi),Estel Verdie,1,
715,"Hi-Lo Country, The",Edythe Rider,9,
363,Winnetou: The Red Gentleman,Pauletta Sanday,2,
714,Frogs,Michaelina Amoss,0,
888,Haywire,Conway Raund,3,Pourrait être amélioré.
675,Strike (Stachka),Isaac Chastang,0,Excellent travail de création.
547,Fallen Angel,Cleavland Yeudall,9,Excellent travail de création.
879,"Masque of the Red Death, The",Torrey Comettoi,0,Super intéressant.
644,Ice Princess,Dorella De Vries,3,
884,Grave Encounters 2,Melloney Duchesne,3,
468,"Castle, The (Das Schloß)",Bobinette O' Mulderrig,9,
413,Land of the Pharaohs,Andrea Lecky,5,
918,Slaughter of the Innocents,Barbabas Bartusek,8,
407,"Phantom, The",Broddie Lattos,1,
440,"Grapes of Death, The (Raisins de la mort, Les)",Cammie Bendle,8,
643,Under the Lighthouse Dancing,Ricki Erat,0,Pourrait être amélioré.
940,Wild Boys of the Road,Ritchie McMurty,7,
797,Out of the Ashes,Olivier Godsal,0,
217,Dogs in Space,Reese Ivan,6,
200,Election Day,Shawn Rickell,6,
129,"Lonely Guy, The",Marjy Giorgioni,1,
543,Drifting Clouds (Kauas pilvet karkaavat),Bobbi Trundle,6,
262,Down Terrace,Vasili Sein,5,
1039,Humanoids from the Deep,Sacha Dunseith,0,Assez décevant.
349,"Yakuza, The",Jess Lopes,4,
990,Bloodstone: Subspecies II,Corney Hebson,2,
628,Destiny (Al-massir),Pamelina Dicken,8,
454,California Solo,Sanford Glanvill,7,Très satisfait du contenu.
205,"Naked Kiss, The",Emily Davenall,2,
397,Man in the Wilderness,Massimo Gwatkin,5,
295,Ticked-Off Trannies with Knives,Maggee Riggeard,6,Pas ce que j'attendais.
730,Miss Sweden (Fröken Sverige),Aguie Needs,9,Assez décevant.
39,"Well Spent Life, A",Anjanette Swiffan,2,
369,Love Crime (Crime d'amour),Arnaldo Damiral,4,Excellent travail de création.
30,Stage Fright (Deliria),Clareta Featherstonhaugh,8,Peu convaincant.
635,Where Do We Go Now?,Shelbi Pauleit,6,
880,Mr. 3000,Anita Huelin,9,A revoir.
1052,The 'High Sign',Harbert Podmore,10,
1032,Eternity and a Day (Mia aoniotita kai mia mera),Susette Pottinger,8,
83,"Kid Stays in the Picture, The",Trudie Billyeald,1,Super intéressant.
152,Treasure Planet,Tirrell Brockie,5,
957,"Simple Life, A (Tao jie)",Kelsey Charles,5,
37,Ken Park,Rosa Webland,0,
790,"Parent Trap, The",Caroline Asee,0,
373,Zu: Warriors from the Magic Mountain (Xin shu shan jian ke),Ardelis Croneen,3,
1020,"Killing Fields, The",Lebbie Ruberry,10,
925,"Nightmare on Elm Street 3: Dream Warriors, A",Babita Beechcraft,3,
888,Sombre,Tildie Melburg,8,
751,Kiss and Tell,Daisey Tilliard,1,
737,Girls Will Be Girls,Alexia Callister,6,
534,Secret Things (Choses secrètes),Drusilla Frohock,7,
594,"Student of Prague, The (a.k.a. Bargain with Satan, A) (Student von Prag, Der)",Andree Papworth,8,
611,Man of Iron (Czlowiek z Zelaza),Carter Milius,1,
625,Asfalttilampaat,Owen Girsch,8,Super intéressant.
304,Kiss Me (Kyss Mig),Samara Mum,2,
541,Identity,Shanan Mc Meekan,7,
657,Inside: 'Dr. Strangelove or How I Learned to Stop Worrying and Love the Bomb',Lila Stable,5,
670,Starting Out in the Evening,Kylen Anderl,4,
503,"Winning Team, The",Cybill Philipsson,3,
347,"It Is Written in the Stars, Inspector Palmu (Tähdet kertovat, komisario Palmu)",Dimitry Norton,3,
577,Teenage Mutant Ninja Turtles,Nicola Sudddard,0,
1030,Lust for Love,Cammy Gravenell,8,
253,Safe Conduct (Laissez-Passer),Ad Jozaitis,0,Recommande vivement.
849,Some Folks Call It a Sling Blade,Leda Briggs,7,
641,"Walk in the Sun, A",Danny Behnen,4,
162,Reeker,Tybie Giorio,4,Correct mais sans plus.
470,"Breed, The",Sancho Foulis,3,
188,ThanksKilling 3 ,Teodora Lipscombe,2,
35,Blithe Spirit,Lida Praundlin,2,
1003,Thomasine & Bushrod,Lin Geach,4,Pourrait être amélioré.
960,Metallica: Through the Never,Arlyn Tombleson,3,
437,Imitation of Life,Rayshell Asken,5,
480,Lure of the Sila,Agnese Toulamain,9,Peu convaincant.
286,"Hey, Happy!",Imogene Morillas,8,Correct mais sans plus.
1035,Girls in Prison,Louisa Barbary,0,
737,Theodora Goes Wild,Leia Couche,2,A revoir.
113,Captive (Cautiva) ,Madlen Scutter,2,
629,"Wages of Fear, The (Salaire de la peur, Le)",Gael Posner,7,
66,Gloriously Wasted,Lenard Walewicz,9,Assez décevant.
533,Derailed,Simeon Caro,2,
239,"Hey, Happy!",Imogene Morillas,2,
257,"Loves of Pharaoh, The (Das Weib des Pharao)",Cordi Cloke,1,
809,All Fall Down,Edy McCabe,6,Super intéressant.
476,My Dear Secretary,Mariele Kerswill,0,
896,Darktown Strutters (Get Down and Boogie),Issi Weeke,4,Assez décevant.
870,"Foul King, The (Banchikwang)",Seana Grzeskowski,2,
611,"Heart in Winter, A (Un coeur en hiver)",Elyn MacGuffie,10,
585,First Snow,Benny Barrie,9,Pas ce que j'attendais.
296,Back Stage,Heida Renshell,1,
992,In a Glass Cage (Tras el cristal),Kendall Kaliszewski,5,
132,Torpedo Bombers (Torpedonostsy),Carmon Lanchester,8,
574,Storm Rider,Batholomew Gasnoll,8,
555,Tony Arzenta (No Way Out) (Big Guns),Noak Duffrie,9,Pourrait être amélioré.
1065,"President's Lady, The",Cathrine Pearman,10,
720,Interkosmos,Alfy Kingswood,0,
841,Growth,Griffin Melior,5,Très satisfait du contenu.
806,Rob Roy,Baxter Holdey,9,Correct mais sans plus.
356,"Horse Boy, The",Torey Barfford,1,A revoir.
473,Saving Silverman (Evil Woman),Archer Zoppie,9,
922,V2: Dead Angel (Vares 2 - Jäätynyt Enkeli),Henrik Spellsworth,3,
308,10 to Midnight,Lorain Pendergast,5,
878,Every Which Way But Loose,Charis Peddie,8,
379,I Was Monty's Double,Torrie Klaiser,8,
617,We Were Soldiers,Felizio Toms,10,
1041,"Hammer, The",Odele O'Mahoney,8,
143,Creepshow 2,Curr Siret,7,
623,"Dust of Time, The",Meghan Jarmyn,4,
15,"Son of No One, The",Darbee Yurenev,8,
281,Mía,Camella Kmiec,3,
289,800 Bullets (800 Balas),Sterne Rewcastle,7,Super intéressant.
514,Ingmar Bergman on Life and Work (Ingmar Bergman: Om liv och arbete),Robyn Lawrenceson,1,A revoir.
286,Boats,Rudolf Pedroni,4,
159,"Osterman Weekend, The",Jenine Dillistone,1,
482,The Phantom of the Opera,Dane Stack,2,
269,Brainscan,Duffy Burbidge,7,
217,See What I'm Saying: The Deaf Entertainers Documentary,Nola Cosely,2,
356,Full Body Massage,Wilek Cansdell,10,
24,Toy Story of Terror,Lacy Edgson,9,Correct mais sans plus.
221,Why Man Creates,Clare Bulcock,8,Assez décevant.
692,Hollidaysburg,Ulrick Fasson,2,
342,Phantom of the Rue Morgue,Michaela Yellowlea,2,
540,Crazy for Christmas,Kermie Sorey,3,
146,Faith Like Potatoes,Rosamond Harrigan,5,
100,Kink,Timothea Westley,4,
103,"Hounds, The",Merv Jentzsch,7,
651,Notorious C.H.O.,Breena Cowndley,6,
28,Fallen Angel,Clementine Popeley,8,Recommande vivement.
63,Dead Space: Aftermath,Amelia Uttridge,4,
865,Con Air,Fiorenze Sneezum,5,
953,"Bride Wore Black, The (La mariée était en noir)",Burgess Chelnam,7,Excellent travail de création.
49,Bloody Murder,Jonie Lovett,4,
74,"Sandglass, The (Sanatorium pod klepsydra)",Booth Wainman,6,
1052,Red State,Krissie Kunisch,1,
79,Happy Tears,Andrea Petric,0,Pas ce que j'attendais.
134,Nazty Nuisance,Abe Tedorenko,5,
360,Jackass Presents: Bad Grandpa .5,Uri Tedahl,3,
855,Pretty Bird,Sarah Ghelardi,8,Recommande vivement.
386,Forget Paris,Piggy Morillas,4,
537,The Clinic,Cleveland Tweed,5,Peu convaincant.
628,"As Above, So Below",Rafaelita Widdall,8,
315,"Silent Partner, The",Ringo Mousley,6,
626,Phffft,Anatol Blind,0,
581,G.I. Joe: The Revenge of Cobra,Debora Oury,8,Super intéressant.
262,"Dangerous Profession, A",Cally Dammarell,3,
1060,"Divorcee, The",Marcellus Donati,5,
261,"Call of the Wild, The",Ianthe Filmer,4,
176,Full House (O. Henry's Full House),Donia Hercock,10,
1012,Cold Souls,Thain Brando,1,
130,"Devil and Daniel Webster, The (All That Money Can Buy)",De witt Cornbill,3,
857,Nightwatching,Elke Siemianowicz,9,
328,Árido Movie,Hamilton Ville,3,
934,"ABCs of Death, The",Trudy Haquin,2,
684,Monument Ave.,Codi Witcomb,3,
570,Stolen Summer,Gabie Grishakin,1,Très satisfait du contenu.
37,Surf's Up,Sydney Kenefick,10,
995,City on Fire (Lung fu fong wan),Lilia Le Claire,4,
322,Onibi: The Fire Within,Danni Brand-Hardy,7,
803,Star Wars: Episode IV - A New Hope,Lucinda Craythorne,3,
643,Zombeavers,Shae Ditchfield,0,
465,George Carlin: Life Is Worth Losing,Kermit Rollo,6,Recommande vivement.
25,Ryan's Daughter,Kettie Gofton,4,
195,It Started with Eve,Jenifer Jaume,4,
945,Rage,Mellisent Boorman,1,
870,"Misérables, Les",Rudolf Thorwarth,2,
267,Malaya,Camile Gawler,3,
692,"Monkey's Teeth (Dents du singe, Les)",Robinson Menat,3,
986,Wild Is the Wind,Carmencita Meynell,7,Très satisfait du contenu.
497,Bad Guy (Nabbeun namja),Elvera Topling,4,A revoir.
981,"Atlantis, the Lost Continent",Yvon Domanek,7,
728,When I Walk,Vin Hayesman,8,
808,Experiment Perilous,Farris Persicke,3,Très satisfait du contenu.
381,My Blue Heaven,Maegan Odegaard,0,
158,Einstein and Eddington,Kesley St. Hill,6,Très satisfait du contenu.
522,Blind Chance (Przypadek),Jamima Seville,2,Pas ce que j'attendais.
791,One in a Million: The Ron LeFlore Story,Mei Waddup,8,Assez décevant.
396,St. Vincent,Kitti Midner,5,
552,Student Bodies,Rafe Dossettor,1,
355,Restoration,Melloney Mapledoore,2,
784,"Wrong Man, The",Kristy MacGill,7,
944,"Big Heat, The",Kennan Muzzollo,7,Excellent travail de création.
911,Konga,Benedikta Mirfin,10,
1,River of Grass,Shaw Mabe,1,Recommande vivement.
884,Radio Free Albemuth,Gregory Taffley,6,
495,"Monkey's Mask, The",Shaun Butterworth,6,
737,Saving Mr. Banks,Arnaldo Gledhall,1,
185,San Pietro,Em Thredder,3,Correct mais sans plus.
226,Veronika Decides to Die,Lorne Callear,4,
34,Black Snake Moan,Christiano Trimble,7,Très satisfait du contenu.
431,Good Burger,Nealy Elsip,4,
1001,Mass Appeal,Lynn Casford,8,
67,Shower (Xizao),Neill Gebb,9,
970,Bionicle 3: Web of Shadows,Cyrillus Yelyashev,1,Super intéressant.
457,Everything Put Together,Doroteya McQuade,4,
887,Wake in Fright,Kandy Tunnacliffe,8,Recommande vivement.
814,I Was Monty's Double,Torrie Klaiser,2,
377,"Special Relationship, The",Carmelina Syce,5,
687,Secrets of Eden,Hersch Parzizek,6,
949,Mortal Thoughts,Vladamir Hedderly,6,
452,American Flyers,Loren Dowbekin,3,
450,Eternally Yours,Lishe Roskrug,6,
259,"Best Exotic Marigold Hotel, The",Bradford Judkins,5,
628,Kid Cannabis,Saul Rowthorne,8,
411,"Nightmare on Elm Street, A",Linn Taleworth,0,
869,Humboldt County,Leoine Goodbanne,9,Recommande vivement.
83,The Secret of Dr. Kildare,Megan Bruyntjes,2,Super intéressant.
330,"Travelling Players, The (O thiasos)",Garrard Laying,7,
954,At the Earth's Core,Andree Litt,3,
275,"Murder, He Says",Seymour Melchior,0,
296,Full Metal Jacket,Dix Danett,5,
592,"Passion of the Christ, The",Barbie McGeneay,4,
598,PoliWood,Shelby Dingle,4,
962,"Man Without a Face, The",Glennis Melding,10,
887,Klute,Lynn Burnell,7,
572,Jarhead,Gerick Swannell,10,
602,Oh My God,Peg Gristhwaite,3,
344,Ninjas vs. Zombies,Karleen McLarens,2,
770,"Distant Voices, Still Lives",Othilie Dutson,7,
334,All the Real Girls,Alene Gaunter,9,
913,"Simple-Minded Murder, The (Enfaldige mördaren, Den)",Ainslee Trinkwon,9,
60,Back to the Beach,Onfre Tayler,0,
927,"Day of the Locust, The",Dulcia McPhilemy,3,
719,Endgame: Blueprint for Global Enslavement,Kameko MacMarcuis,5,A revoir.
241,Heaven's Burning,Bourke Stoll,0,
587,Murph: The Protector,Gaspar Solman,0,Excellent travail de création.
700,"Time Machine, The",Ninnetta Roach,6,
746,War Witch (Rebelle),Webb Rylstone,8,
89,"Blood of a Poet, The (Sang d'un poète, Le)",Steffie Matantsev,5,Très satisfait du contenu.
46,Asphalt Playground (La cité rose),Marvin Castagnone,4,
772,"Search for One-eye Jimmy, The",Walden Atwood,4,Super intéressant.
11,Hocus Pocus,Dulcy Bransdon,0,
1040,Bee Movie,Jessamine Thumim,5,
964,"Kid Brother, The",Kele Edwins,7,
623,Imaginary Heroes,Jerad Kristof,9,
584,Thomas Jefferson,Renaldo Degoix,9,
446,We Are What We Are (Somos lo que hay),Maury MacFadzan,8,
952,"X-Files: Fight the Future, The",Hamnet Deschlein,8,
384,In the Year of the Pig,Gerda Felipe,9,
52,Whitewash,Jazmin Angliss,4,
291,Somers Town,Olly Nettleship,10,
2,"Women, The",Aimil O'Finan,1,
660,Her Highness and the Bellboy,Trixie Wimpress,10,
234,Jeanne and the Perfect Guy (Jeanne et le garçon formidable),Fawn Tomaini,2,
300,"Poker House, The",Cordy Clench,8,
426,Survival Quest,Brittney Bollen,8,
1040,"Son-Daughter, The",Mirabelle McMurty,5,
196,King Creole,Sissy Mankor,6,Correct mais sans plus.
653,Baggage Claim,Carmella Straniero,0,
611,"Girl in the Park, The",Ivor Bembridge,7,
677,Why Don't You Play In Hell? (Jigoku de naze warui),Jakie Hawkshaw,3,
679,"ABCs of Death, The",Trudy Haquin,7,
19,Kevin Smith: Burn in Hell,Claudell Confort,0,Assez décevant.
543,Cry of the Banshee,Corly Hadwen,1,Pourrait être amélioré.
997,Crossfire Hurricane,Mersey Digman,3,
419,Lady for a Day,Brig Seivertsen,2,
125,The Prophecy: Forsaken,Janka Yeend,0,Très satisfait du contenu.
654,Searching for Bobby Fischer,Nelson Eckh,10,
37,Ghoulies II,Hardy Clerk,4,
422,Full Tilt Boogie,Gal Blackboro,6,
1040,Love Story 2050,Blake Fowlie,5,
188,Gladiator,Cletis Cristofor,5,
1068,Addicted,Allan Fareweather,3,
579,William Shakespeare's A Midsummer Night's Dream,Hussein Tyres,6,Super intéressant.
1013,Master of the Universe,Laurella Brameld,2,
157,Aziz Ansari: Intimate Moments for a Sensual Evening,Claudio Ahmed,7,
379,Summer Catch,Gabrila Verrill,1,Correct mais sans plus.
162,"Brotherhood of the Wolf (Pacte des loups, Le)",Eldin Simoni,8,Correct mais sans plus.
503,"Quiet Ones, The",Glenine Owain,3,
960,Relative Strangers,Agata Rops,1,
12,Romance on the High Seas,Kendre Gaynesford,3,
164,Visions of Europe,Babita Novis,2,Correct mais sans plus.
416,Night Train,Jermain Balsdon,6,
80,"Brothers Solomon, The",Hallie Muzzlewhite,4,
158,Rage (Rabia),Creight Flaws,9,Excellent travail de création.
294,Poison,Isadore Imlacke,0,
422,Blood Work,Sascha Tolerton,7,A revoir.
1068,Romance & Cigarettes,Cory McMenamin,7,
841,"Dinner Game, The (Dîner de cons, Le)",Bertie Stidever,5,
246,Quatre garçons pleins d'avenir,Dorie Frew,5,
73,Reunion in France,Drusy Bangley,4,Peu convaincant.
150,Hollywood Party,Claire Gatherer,7,Pas ce que j'attendais.
290,Valmont,Xymenes Urien,8,
911,Why Don't You Play In Hell? (Jigoku de naze warui),Jakie Hawkshaw,9,
829,Hollywood Homicide,Hyman Dene,9,Pas ce que j'attendais.
122,Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen),Connie Ricco,4,
221,"Kid Stays in the Picture, The",Trudie Billyeald,2,
636,All American Orgy (Cummings Farm),Linzy Mosten,7,
468,Beyond Rangoon,Yard Johnson,10,
529,My Father and My Son (Babam ve oglum),Gabriele Antusch,10,
730,China Moon,Chaddie Twinberrow,1,
233,Mr. 3000,Anita Huelin,8,
248,Bad Biology,Dionisio Dartan,0,Pourrait être amélioré.
754,Viva Las Vegas,Jehu Pickerin,5,
693,Where Angels Fear to Tread,Lazarus Heeron,2,
194,Piter FM,Mead Tweedle,7,
213,Dacii,Hartley Vater,1,
546,Iron Will,Kanya Harlett,9,
798,In Therapy (Divã),Hendrika Gauge,1,Pourrait être amélioré.
975,Chesty: A Tribute to a Legend,Deena Ambrosch,4,
129,Guardian Angel,Tiertza Yannoni,0,
460,Keyhole,Vanessa Munnery,3,Très satisfait du contenu.
670,Long Live Death (Viva la muerte),Pauletta Alywin,3,
220,"Young Lieutenant, The (Le petit lieutenant)",Sharyl Chong,10,
435,Run Ronnie Run,Mariel Cavet,4,
1004,"Ron Clark Story, The",Corrine Vargas,0,Peu convaincant.
591,"Big Year, The",Caleb Perrygo,8,Pourrait être amélioré.
527,Hour of the Wolf (Vargtimmen),Felix Darcy,10,
753,Vassilisa the Beautiful (Vasilisa prekrasnaya),Halsy Snazle,8,
738,"Long Kiss Goodnight, The",Corena Skirven,7,
848,The Law of the Weakest,Prince Roycroft,6,
54,D.C. Cab,Guthrie Awmack,8,
1000,Darby O'Gill and the Little People,Rhetta Salt,3,
746,Love Me If You Dare (Jeux d'enfants),Merl Ollerhad,1,
1019,Apartment 4E ,Ian Fochs,3,
45,"Grapes of Death, The (Raisins de la mort, Les)",Cammie Bendle,2,
636,Starship Troopers 2: Hero of the Federation,Aileen Pickrill,1,
982,Black Christmas,Alexia Reddecliffe,7,Recommande vivement.
774,"Ice Rink, The (La patinoire)",Jamesy Rissen,9,
334,Assassination of a High School President,Flossie Morrid,3,
417,"Rachel Papers, The",Chaim Pearn,8,Peu convaincant.
1031,Innocent Lies,Emelyne Vayro,5,
1059,Cronos,Renie Midford,5,Recommande vivement.
883,Milagro Beanfield War,Jens Trahmel,6,
417,Ladyhawke,Sharai Portress,3,
436,Cry of the Banshee,Corly Hadwen,2,
161,Love Affair,Nevile Lucken,3,
637,"Dinner Guest, The (L'invité)",Micheil Marple,8,
986,Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen),Garvin Moylane,8,
672,"White, Red and Verdone",Kaitlin California,9,Correct mais sans plus.
39,Chinese Zodiac (Armour of God III) (CZ12),Tatiania Tesimon,3,
394,"Night at the Roxbury, A",Goran Dorrity,5,
289,"Return, The",Gisella Abadam,3,
567,"Ten Shrews, The (Kymmenen riivinrautaa)",Nanine McPhelim,2,
503,Poolhall Junkies,Stavro Armor,8,
842,Sundays and Cybele (Les dimanches de Ville d'Avray),Gabriellia Sexti,6,
1035,Battlestar Galactica: Blood & Chrome,Quintus Garnham,7,
473,Air America,Gwenny Gilhouley,6,
396,Ride,York Deaves,5,
48,Hair,Aloin Dubber,4,
424,Mama's Boy,Terrel Tembey,8,
923,"Silent House, The (La casa muda)",Guthrie Gulston,10,Très satisfait du contenu.
49,Willow,Ronald Rate,6,
183,"Sweet Hereafter, The",Crichton Burgisi,0,
96,McHale's Navy,Jud Terzza,10,
27,"Phantom, The",Taite Walenta,10,
394,"People vs. Larry Flynt, The",Cesaro Gennerich,1,
678,Caterina in the Big City (Caterina va in città),Regine Cecere,1,Super intéressant.
558,Private School,Florie Brickstock,6,Assez décevant.
729,Eight Crazy Nights (Adam Sandler's Eight Crazy Nights),Marchelle Scardefield,5,
247,Screwed in Tallinn (Torsk på Tallinn - En liten film om ensamhet),Andreana Winfield,1,Correct mais sans plus.
698,I Love Your Work,Ladonna Scottesmoor,5,Recommande vivement.
89,Hotel,Darcey Bow,6,Pas ce que j'attendais.
693,Dark City,Karlik Hawley,4,
518,"Last of the Mohicans, The",Leandra Allenby,9,
23,Innocent Lies,Emelyne Vayro,6,
965,"Last Kiss, The",Maggie Brownell,4,
617,Logorama,Umberto Roman,0,
30,After the Life,Larina Alpes,10,
926,Desert Saints,Noemi Janning,10,
27,Getaway,Kingsley Luetchford,4,
490,Afterschool,Krista Shalloo,5,
805,Iron Man,Andrew Stevenson,2,
603,Life 2.0,Claiborne Walicki,7,
784,Liberty,Aylmar Illsley,10,
318,Nick Offerman: American Ham,Shirley Dyter,10,
479,Guardian Angel,Basilius Fairbrother,3,
989,Superman III,Anderson Pressdee,6,
624,Amy,Erik Yelding,0,
908,"Girl on the Bridge, The (Fille sur le pont, La)",Francisca Vaugham,6,
394,"Horror Hotel (a.k.a. City of the Dead, The)",Brinna Antrobus,0,
748,Dacii,Hartley Vater,7,
385,Seven Sinners,Cammi Fittis,0,Très satisfait du contenu.
432,Money as Debt,Sheila Bernollet,5,
543,"Way of the Gun, The",Guthry Allsworth,0,Peu convaincant.
737,Bridge to Terabithia,Jesse Bothwell,7,
521,Amazing Grace,Meridel Piggins,1,Pourrait être amélioré.
881,"Parking Lot Movie, The",Patrick Nehl,5,
446,"Big House, The",Sasha McGarry,2,
13,Seizure,Hilliard Fendt,6,
1014,Paper Birds (Pájaros de papel),Viviene Coates,3,Recommande vivement.
940,Kiki,Em Froude,7,
700,Stargate SG-1 Children of the Gods - Final Cut,Eustace Lieb,3,
883,"Last Valley, The",Madelene Thelwll,2,
944,Smiley Face,Bartram Pirrone,2,A revoir.
779,You Killed Me First,Jewel Crinidge,0,
694,"Holcroft Covenant, The",Arlyn Shoemark,8,
499,Zero Charisma,Vaughn Millwater,1,
498,Starship Troopers 2: Hero of the Federation,Aileen Pickrill,2,
375,Romper Stomper,Hamil Gurner,0,Recommande vivement.
701,"Damned United, The",Zak Rives,7,
418,SS Camp 5: Women's Hell (SS Lager 5: L'inferno delle donne),Riannon Cobelli,9,Super intéressant.
443,What Men Talk About,Bernadene Fuggles,7,
508,Cousins in Love (a.k.a. Tender Cousins) (Tendres Cousines),Brandea Skitral,1,Excellent travail de création.
459,Baby's Day Out,Ely Lavalde,9,
806,Bandolero!,Ritchie Godlonton,0,
467,How the Grinch Stole Christmas!,Laverne Adamsson,4,
909,Bye-Bye,Graehme Woehler,5,
759,Never on Sunday (Pote tin Kyriaki),Maddy Barbe,2,Très satisfait du contenu.
567,"Weight of Water, The",Konstantine Avramovitz,10,
891,"Dancer Upstairs, The",Cathe Brolan,4,
1018,Trial of the Road (Check-up on the Roads) (Checkpoint) (Proverka na dorogakh),Matthias Kloster,2,Super intéressant.
139,True Crime,Arleyne D'eath,8,Excellent travail de création.
274,Portrait of Jennie,Charleen Newlands,4,Assez décevant.
804,Juno and the Paycock,Iosep Giorgi,10,
376,Kansas City Confidential,Gaby McSperrin,6,
1006,The Black Rose,Hyman Misk,3,
205,Kikujiro (Kikujirô no natsu),Whittaker Cathie,3,Pourrait être amélioré.
240,Best Laid Plans,Chloe Sivewright,5,
952,Patriotism (Yûkoku),Eloisa Mercik,10,
138,"Deadly Mantis, The",Cortie Gosnell,3,
305,Oscar and Lucinda (a.k.a. Oscar & Lucinda),Cameron Mutter,7,
505,Love Meetings (Comizi d'amore),Graehme Joskovitch,0,
637,The Beast Kills in Cold Blood,Tobin Sadry,1,
108,"Maybe, Maybe Not (Bewegte Mann, Der)",Gillan Cafferty,8,
993,Advance to the Rear,Nikkie Rounsefell,9,
698,American Mary,Micheal Bonnaire,5,
308,Alien Nation: Body and Soul,Reinhard Hearnaman,9,Recommande vivement.
2,Romantics Anonymous (Les émotifs anonymes),Randee Overell,7,Pas ce que j'attendais.
538,To Sir with Love,Franny McAteer,1,Très satisfait du contenu.
688,"Love, Honour and Obey",Ignatius Djorevic,10,
214,Sammy and Rosie Get Laid,Celestyn Demanche,3,
279,The Next Voice You Hear....,Alfredo Bulward,4,
377,Keep the River on Your Right: A Modern Cannibal Tale,Prudi Rutherford,0,
988,Is It Easy to be Young?,Jaime Hexam,2,
538,Nightwing,Nikolaus Eastcott,7,
853,Strike (Stachka),Isaac Chastang,6,Peu convaincant.
1035,I giorni contati,Curcio Linnell,6,
174,Stay Alive,Ralph Beceril,1,
17,Perestroika,Lidia Goddman,9,Correct mais sans plus.
371,West Side Story,Farra Rudeforth,9,
922,United 93,Micky Northam,3,
997,An American Hippie in Israel,Rufe Alsop,8,Pourrait être amélioré.
358,Making the Earth Stand Still,Rakel O'Daly,5,Peu convaincant.
164,Route Irish,Ezekiel Doneld,4,
487,Flight of the Conchords: A Texan Odyssey,Elora Dalgety,9,Super intéressant.
324,Starting Out in the Evening,Kylen Anderl,10,Pas ce que j'attendais.
477,"Best Man, The",Debi Searjeant,8,
295,Black Snake Moan,Christiano Trimble,9,
239,To Be Twenty,Lance Massel,2,
834,Love (Szerelem),Benn Swinnerton,10,
746,They Bite,Alistair Predohl,0,
610,Taqwacore: The Birth of Punk Islam,Scarlet Elsmore,5,
976,"First Time, The",Brady Caseri,7,
1032,Tyler Perry's Madea Goes to Jail,Brenna Scapelhorn,0,
586,Room 666 (Chambre 666),Nelle Spittall,9,
143,Fandry,Jeana Quayle,3,
232,Hitman,Terza Aidler,7,
448,"Left-Hand Side of the Fridge, The (Moitié gauche du frigo, La)",Nicolas Friel,10,
30,Chilly Scenes of Winter (Head Over Heels),Tybalt Aucoate,1,
751,Apartment 4E ,Ian Fochs,10,
810,Voyage to the End of the Universe (Ikarie XB 1),Normy Kohen,8,
385,"Maltese Falcon, The (a.k.a. Dangerous Female)",Audie Slora,8,
40,Satan's School for Girls,Hansiain Doonican,4,
177,Judas Kiss,Mark Endrighi,0,
790,"Villain, The",Jakob Ranner,3,Peu convaincant.
1049,Downeast,Anstice Orkney,3,
72,Summer Holiday,Felecia Jovis,7,
17,American Yakuza,Suzi MacKniely,3,
221,Blackhat,Northrop Obal,7,
641,Mr. Lucky,Bonni Guidone,10,Très satisfait du contenu.
410,Darkest Night,Theo Bricket,5,Super intéressant.
146,"Last Chance: Diary of Comedians, The (Bokutachi no koukan nikki)",Gallagher Halston,3,
259,Bringing Down the House,Desmond Yegorov,10,
167,"Pervert's Guide to Ideology, The",Hadleigh Baigent,10,
1011,"Black Stallion Returns, The",Vonny Longforth,10,Très satisfait du contenu.
679,How to Make Money Selling Drugs,Brannon Crooke,0,Très satisfait du contenu.
313,Amber Alert ,Babita Warboy,9,Super intéressant.
961,Expecting a Miracle,Sawyer Rowsell,1,
291,Alice (Neco z Alenky),Kimmy McCourt,9,
827,Extreme Justice,Arlen Morfey,6,Super intéressant.
445,"Deadly Mantis, The",Cortie Gosnell,0,
1041,"My Daughter, the Socialist (I kori mou, i sosialistria)",Manolo Jeune,4,
230,"Terminal Man, The",Harland Goodings,3,
475,Chesty: A Tribute to a Legend,Deena Ambrosch,6,
838,Virgin Territory,Con Sirl,5,
202,Social Genocide (Memoria del saqueo),Avram Rosa,4,Super intéressant.
938,Quill,Reeba Swatman,0,Correct mais sans plus.
496,Mark of the Cop,Ephrem Woodier,7,Pas ce que j'attendais.
660,"Man Who Left His Will on Film, The (Tôkyô sensô sengo hiwa)",Lara Durn,8,
